net,length_um
net592,7.8
net567,7.78
_0434_,7.765
_0780_,7.765
_0998_,7.765
_1445_,7.76
_1651_,7.76
_1950_,7.76
_0367_,7.745
_1058_,7.745
_1340_,7.74
_2009_,7.725
_1515_,7.72
_2958_,7.72
_0176_,7.705
_0959_,7.705
_1435_,7.7
_3350_,7.7
net238,7.7
net422,7.7
net652,7.7
net895,7.7
net1086,7.7
net1093,7.7
_2258_,7.695
net149,7.68
_1902_,7.68
_2569_,7.68
_2813_,7.68
_2999_,7.68
_3347_,7.68
net221,7.68
net301,7.68
net327,7.68
net500,7.68
net653,7.68
net733,7.68
net779,7.68
net792,7.68
net983,7.68
_1118_,7.655
_0484_,7.645
_1065_,7.645
_1462_,7.64
_2030_,7.64
_3357_,7.64
_3402_,7.64
net563,7.64
net705,7.64
net729,7.64
net749,7.64
net1077,7.64
_0204_,7.625
_0476_,7.605
_0639_,7.605
_0807_,7.605
_1125_,7.605
_1304_,7.6
net511,7.6
net716,7.6
net920,7.6
net1076,7.6
_0160_,7.565
_0473_,7.565
_0683_,7.565
_0867_,7.565
_1012_,7.565
_2531_,7.56
_2566_,7.56
_2802_,7.56
_3234_,7.56
net462,7.56
net955,7.56
net1039,7.56
_0412_,7.545
_0810_,7.54
_2998_,7.54
net861,7.54
_2514_,7.52
_2552_,7.52
net351,7.52
net498,7.52
net790,7.52
_0256_,7.485
_0496_,7.485
_0641_,7.485
_1129_,7.485
_3274_,7.48
net308,7.48
net1104,7.48
_0305_,7.46
net254,7.46
net265,7.46
net369,7.46
net921,7.46
_1152_,7.445
_2103_,7.44
_2592_,7.44
net704,7.44
_0603_,7.425
net142,7.405
_1259_,7.4
_2564_,7.4
_0740_,7.385
_1141_,7.385
_1278_,7.36
_1685_,7.36
_3311_,7.36
net380,7.36
net400,7.36
net506,7.36
net571,7.36
_0544_,7.345
_0548_,7.345
_0856_,7.345
_1126_,7.345
_1439_,7.34
_1587_,7.335
_2317_,7.32
_3342_,7.32
net271,7.32
net722,7.32
net1135,7.32
_0712_,7.305
_0793_,7.305
_0235_,7.285
_0363_,7.285
_1062_,7.285
_1612_,7.26
_0207_,7.245
net347,7.24
net655,7.24
net672,7.24
net738,7.24
net778,7.24
_2810_,7.235
w_enable,7.23
_0557_,7.225
net209,7.22
_2698_,7.22
_2732_,7.22
_2862_,7.22
_2866_,7.22
_3126_,7.22
_3177_,7.22
net277,7.22
net305,7.22
net564,7.22
net579,7.22
net674,7.22
net943,7.22
net951,7.22
_1149_,7.185
_1729_,7.18
_2056_,7.18
_2877_,7.18
_2973_,7.18
_3090_,7.18
net251,7.18
net375,7.18
net544,7.18
net662,7.18
net858,7.18
_0169_,7.145
_0340_,7.145
_0426_,7.145
_0554_,7.145
_0617_,7.145
_0628_,7.145
_1040_,7.145
_1628_,7.145
_3040_,7.14
net212,7.12
net213,7.12
net281,7.12
net298,7.12
net334,7.12
net1166,7.12
_0465_,7.105
_0955_,7.105
_1318_,7.1
_1323_,7.1
_1705_,7.1
_1889_,7.1
net320,7.1
net323,7.1
net443,7.1
net809,7.1
_0686_,7.085
_0781_,7.08
net157,7.06
_2544_,7.06
net326,7.06
net840,7.06
net1134,7.06
_0148_,7
_0954_,7
_1233_,7
_1764_,6.99
_1150_,6.985
memory\[29\]\[5\],6.98
net253,6.98
net260,6.98
net479,6.98
net501,6.98
_0130_,6.96
_0508_,6.96
net584,6.94
_0752_,6.925
_0868_,6.925
_0883_,6.9
_3320_,6.9
net490,6.9
net762,6.9
net929,6.9
_0795_,6.885
_1089_,6.885
_1148_,6.885
_3340_,6.86
_0658_,6.845
_1091_,6.845
_1335_,6.84
_0129_,6.825
_0267_,6.825
_1151_,6.825
_1457_,6.78
_1791_,6.78
_2235_,6.78
_3027_,6.78
_3290_,6.78
net218,6.78
net224,6.78
net240,6.78
net248,6.78
net293,6.78
net299,6.78
net345,6.78
net365,6.78
net393,6.78
net556,6.78
net605,6.78
net645,6.78
net893,6.78
data_in[30],6.77
reset,6.77
_0538_,6.765
_0678_,6.765
_0855_,6.765
_0946_,6.765
net208,6.76
_2180_,6.76
_2215_,6.76
_2406_,6.76
_3067_,6.76
net313,6.76
net523,6.76
net685,6.76
net721,6.76
net732,6.76
net905,6.76
_2391_,6.745
_0186_,6.725
net190,6.72
_1955_,6.72
_3112_,6.72
net225,6.72
net284,6.72
net464,6.72
net599,6.72
net1098,6.72
_0237_,6.705
_0253_,6.705
_0379_,6.705
memory\[1\]\[19\],6.7
_0128_,6.685
_0167_,6.685
_0500_,6.685
_0525_,6.685
_0537_,6.685
_0733_,6.685
_2025_,6.66
_2519_,6.66
net396,6.66
_0853_,6.645
_1052_,6.645
_1523_,6.64
_1951_,6.64
_2102_,6.64
_3319_,6.64
net228,6.64
net404,6.64
net420,6.64
net619,6.64
net711,6.64
net838,6.64
net857,6.64
_0687_,6.625
_0897_,6.625
net894,6.62
_1649_,6.605
_2434_,6.6
_2521_,6.6
_3221_,6.6
net542,6.6
_0433_,6.585
_0930_,6.565
_1042_,6.56
data_in[22],6.55
_0210_,6.54
_0563_,6.54
_0654_,6.54
_0702_,6.54
_0718_,6.54
_2578_,6.52
net502,6.52
net874,6.52
net899,6.52
net1115,6.52
_0789_,6.515
_0950_,6.5
_3171_,6.48
_3328_,6.48
net1144,6.48
_0178_,6.465
_0863_,6.465
_1098_,6.465
_3127_,6.44
net839,6.44
net1156,6.44
_0558_,6.425
net1108,6.42
_3310_,6.4
_0220_,6.365
_0278_,6.365
_0662_,6.365
_0864_,6.365
_0891_,6.365
_0892_,6.365
_1044_,6.365
_1063_,6.365
_2809_,6.36
_0159_,6.355
_0706_,6.345
_0543_,6.325
_1611_,6.325
net559,6.32
net570,6.32
data_in[20],6.31
_0133_,6.305
_1788_,6.3
_2304_,6.3
_2421_,6.3
_2875_,6.3
_3156_,6.3
net392,6.3
net419,6.3
net435,6.3
net794,6.3
_1114_,6.285
net274,6.28
_0643_,6.265
net173,6.26
_1256_,6.26
_1276_,6.26
_2424_,6.26
_2581_,6.26
_2940_,6.26
_2955_,6.26
_2980_,6.26
_3058_,6.26
_3364_,6.26
net290,6.26
net371,6.26
net377,6.26
net397,6.26
net740,6.26
net753,6.26
net756,6.26
net1008,6.26
net1009,6.26
net1058,6.26
_3085_,6.24
_0524_,6.225
_0542_,6.225
_0676_,6.225
_0790_,6.225
data_out1[24],6.21
data_out1[6],6.21
data_out2[13],6.21
data_out2[9],6.21
_2515_,6.2
_2568_,6.2
_0365_,6.185
_0595_,6.185
_0669_,6.185
_0805_,6.185
_0814_,6.185
_0837_,6.185
_1736_,6.18
_2251_,6.18
_2917_,6.18
net805,6.18
net931,6.18
net956,6.18
_2340_,6.17
_0732_,6.165
_0884_,6.165
_0470_,6.16
_2549_,6.155
_1468_,6.14
_1532_,6.14
_3083_,6.14
_0252_,6.105
_0413_,6.105
data_in[11],6.09
_0336_,6.085
_0243_,6.08
_0293_,6.08
_0492_,6.08
_0566_,6.08
_1746_,6.08
_1922_,6.08
_3273_,6.08
_1039_,6.065
_1310_,6.06
_2951_,6.06
net1158,6.06
_0734_,6.04
_0862_,6.04
_1110_,6.04
_1123_,6.04
_1653_,6.04
_1855_,6.04
_0893_,6.035
_0534_,6.025
_0947_,6.025
_0963_,6.025
_0464_,6.015
_0601_,6.015
_1028_,6.005
_1032_,6.005
data_in[31],5.99
_1708_,5.98
net339,5.98
net354,5.98
net482,5.98
net533,5.98
net879,5.98
net958,5.98
data_addr2[2],5.97
_0773_,5.965
_2296_,5.95
net200,5.94
_3246_,5.94
net656,5.94
_0536_,5.935
_1946_,5.935
_1698_,5.92
_0685_,5.885
_0902_,5.885
_2289_,5.86
_2904_,5.86
net601,5.86
net654,5.86
net696,5.86
net791,5.86
net1129,5.86
net1145,5.86
net147,5.84
net233,5.84
net359,5.84
net507,5.84
net616,5.84
net648,5.84
net680,5.84
net972,5.84
net1062,5.84
_0211_,5.835
_1771_,5.82
_0709_,5.805
net160,5.8
_2620_,5.8
_2801_,5.8
_3081_,5.8
_3205_,5.8
_3284_,5.8
net468,5.8
net582,5.8
net621,5.8
_0209_,5.765
_0227_,5.765
_0261_,5.765
_0432_,5.765
_0583_,5.765
_1130_,5.765
_2574_,5.74
_0411_,5.725
_1117_,5.725
_1306_,5.72
_2142_,5.72
_2982_,5.72
_3080_,5.72
net239,5.72
net269,5.72
net379,5.72
net475,5.72
net504,5.72
net954,5.72
net1013,5.72
_0181_,5.705
_0348_,5.705
_0905_,5.705
_0605_,5.7
_2774_,5.7
_1655_,5.68
_1744_,5.68
_2328_,5.68
_2400_,5.68
_3092_,5.68
net553,5.68
net681,5.68
_1264_,5.67
data_addr[3],5.65
_0590_,5.645
data_out1[4],5.63
_0191_,5.62
_0409_,5.62
_2243_,5.62
net743,5.62
_3161_,5.605
_1381_,5.6
_3064_,5.6
net1044,5.6
net1121,5.6
_2332_,5.58
_0957_,5.575
_1686_,5.56
_0372_,5.555
_0681_,5.555
_0860_,5.555
_0200_,5.545
_0529_,5.545
_0541_,5.545
_0999_,5.545
data_out1[19],5.53
data_out1[1],5.53
data_out1[23],5.53
data_out1[28],5.53
data_out1[29],5.53
data_out2[26],5.53
_0879_,5.525
net414,5.52
net439,5.52
net549,5.52
net708,5.52
net852,5.52
net991,5.52
_0381_,5.505
_0725_,5.505
_0797_,5.505
_0889_,5.505
_0964_,5.505
_1080_,5.505
_1418_,5.5
_2060_,5.5
_2240_,5.5
net1113,5.5
_3199_,5.48
_0212_,5.465
_0711_,5.465
_1014_,5.465
net925,5.44
_0265_,5.435
_0391_,5.435
_0573_,5.435
_0833_,5.425
data_addr[2],5.41
data_in[3],5.41
_1793_,5.405
_2727_,5.4
net463,5.4
net611,5.4
net979,5.4
net981,5.4
net1050,5.4
_2411_,5.385
_1392_,5.38
_2080_,5.38
_2261_,5.38
_2550_,5.38
_3173_,5.38
_3270_,5.38
_3321_,5.38
_3345_,5.38
net264,5.38
net324,5.38
net465,5.38
net527,5.38
net609,5.38
net643,5.38
net661,5.38
net687,5.38
net837,5.38
net941,5.38
net982,5.38
_0556_,5.355
net196,5.34
net159,5.34
_1625_,5.34
_2342_,5.34
_2542_,5.34
_2594_,5.34
_2618_,5.34
_2837_,5.34
_2885_,5.34
_2983_,5.34
_3039_,5.34
_3087_,5.34
_3106_,5.34
_3329_,5.34
net474,5.34
net548,5.34
net586,5.34
net677,5.34
net763,5.34
net782,5.34
net883,5.34
net934,5.34
net1032,5.34
net1090,5.34
net1110,5.34
_0170_,5.305
_0281_,5.305
_0587_,5.305
_0677_,5.305
_0744_,5.305
_0799_,5.305
_0915_,5.305
net131,5.305
net127,5.305
net121,5.305
_1087_,5.305
data_in[0],5.29
_1936_,5.28
_2533_,5.28
_2737_,5.28
_0437_,5.265
_0519_,5.265
_0679_,5.265
_1055_,5.265
_3314_,5.26
net561,5.26
net590,5.26
net666,5.26
net675,5.26
net754,5.26
net928,5.26
_0844_,5.245
_1006_,5.245
_1128_,5.245
_0447_,5.235
net580,5.22
net945,5.22
data_in[16],5.19
data_out1[26],5.19
data_out1[30],5.19
data_out2[1],5.19
data_out2[28],5.19
data_out2[30],5.19
_0655_,5.18
_0344_,5.16
_1695_,5.16
_2190_,5.16
_0383_,5.14
_3332_,5.14
net1122,5.14
_0312_,5.135
_1994_,5.12
_2208_,5.12
_2435_,5.12
_0297_,5.095
_0757_,5.085
_0813_,5.085
_1021_,5.085
data_out1[13],5.07
data_out1[18],5.07
data_out2[0],5.07
data_out2[11],5.07
_0257_,5.065
_0582_,5.065
net613,5.06
net623,5.06
net767,5.06
net872,5.06
net939,5.06
net952,5.06
_0276_,5.045
_0389_,5.045
net145,5.045
_0202_,5.04
_1428_,5.04
_1429_,5.04
_2173_,5.04
_2523_,5.04
_2534_,5.04
_2931_,5.04
net249,5.02
_1669_,5
_2226_,5
_2765_,5
_0565_,4.995
_0940_,4.945
net348,4.94
net448,4.94
net596,4.94
net635,4.94
net773,4.94
net810,4.94
net896,4.94
net1031,4.94
net1048,4.94
_2681_,4.92
_2733_,4.92
_2854_,4.92
_3018_,4.92
_3043_,4.92
_3044_,4.92
_3108_,4.92
_3143_,4.92
net216,4.92
net262,4.92
net280,4.92
net335,4.92
net343,4.92
net364,4.92
net647,4.92
net669,4.92
net670,4.92
net683,4.92
net833,4.92
net902,4.92
net1060,4.92
net494,4.9
_0203_,4.885
_0234_,4.885
_0387_,4.885
_1092_,4.885
_1095_,4.885
_1242_,4.88
_1332_,4.88
_1374_,4.88
_2700_,4.88
_2701_,4.88
_2709_,4.88
_2889_,4.88
_3013_,4.88
_3077_,4.88
_3174_,4.88
_3201_,4.88
_3216_,4.88
_3222_,4.88
net608,4.88
net718,4.88
net748,4.88
net1056,4.88
_0717_,4.875
data_out1[15],4.85
data_out1[25],4.85
data_out1[3],4.85
data_out1[7],4.85
data_out1[8],4.85
data_out2[20],4.85
_0139_,4.845
_0226_,4.845
_0236_,4.845
_0254_,4.845
_0386_,4.845
_0392_,4.845
_0468_,4.845
_0540_,4.845
_1029_,4.845
_1088_,4.845
_1093_,4.845
_2756_,4.82
_0377_,4.805
net186,4.8
_1267_,4.8
_1911_,4.8
_3241_,4.8
net236,4.8
net311,4.8
_0245_,4.785
_0370_,4.785
_0375_,4.785
_0380_,4.785
_2349_,4.76
data_in[4],4.73
data_out1[9],4.73
_0144_,4.725
net123,4.725
_0294_,4.72
_0585_,4.7
_0610_,4.7
net126,4.7
_1163_,4.7
_2061_,4.7
_1620_,4.69
net1109,4.68
_0371_,4.635
_0881_,4.635
_1025_,4.635
_0197_,4.625
_0530_,4.625
_0640_,4.625
_0672_,4.625
_0751_,4.625
_0911_,4.625
_1120_,4.625
data_in[7],4.61
_0405_,4.605
_2347_,4.6
_2389_,4.6
net373,4.6
net406,4.6
net505,4.6
net517,4.6
net541,4.6
net573,4.6
net724,4.6
net725,4.6
net731,4.6
net745,4.6
net764,4.6
net775,4.6
net787,4.6
net856,4.6
net886,4.6
net901,4.6
net937,4.6
net984,4.6
net992,4.6
net1014,4.6
net1040,4.6
net1051,4.6
net1070,4.6
net1075,4.6
net1116,4.6
_0250_,4.585
_0260_,4.585
_0415_,4.585
_0427_,4.585
_1419_,4.58
net1170,4.58
_0289_,4.56
_2900_,4.56
net595,4.56
_1282_,4.54
net138,4.525
_0424_,4.505
_1023_,4.505
_1603_,4.48
_2492_,4.48
_3101_,4.48
_3427_,4.48
net342,4.48
net174,4.46
net178,4.46
_1806_,4.46
_2078_,4.46
_2369_,4.46
_2588_,4.46
_2800_,4.46
_2871_,4.46
_2928_,4.46
_2950_,4.46
_3041_,4.46
_3144_,4.46
_3259_,4.46
net247,4.46
net256,4.46
net386,4.46
net394,4.46
net432,4.46
net470,4.46
net484,4.46
net515,4.46
net610,4.46
net628,4.46
net637,4.46
net697,4.46
net727,4.46
net750,4.46
net815,4.46
net1033,4.46
net1061,4.46
net141,4.44
_2812_,4.44
_0239_,4.425
_0691_,4.425
_0898_,4.425
net158,4.42
_0523_,4.42
_1227_,4.42
_1596_,4.42
_2372_,4.42
_3063_,4.42
_3300_,4.42
data_out2[31],4.39
_0317_,4.385
_0328_,4.385
_0560_,4.385
_0827_,4.385
_0910_,4.385
net118,4.385
_2298_,4.36
_2562_,4.36
_2587_,4.36
_2935_,4.36
_2939_,4.36
_1234_,4.345
_1346_,4.34
_1408_,4.34
_2274_,4.34
net562,4.34
net665,4.34
net823,4.34
net1028,4.34
net1068,4.34
_0956_,4.295
_1053_,4.295
_1138_,4.295
data_out1[22],4.27
_0138_,4.24
_0402_,4.24
_0906_,4.24
_2527_,4.22
net1132,4.22
_1327_,4.2
_1573_,4.2
_1678_,4.2
_2105_,4.2
_0249_,4.165
_0481_,4.165
_0273_,4.145
_0804_,4.145
_1094_,4.145
_2002_,4.14
_3193_,4.14
net285,4.14
_0150_,4.125
_0326_,4.125
_1212_,4.12
net1131,4.12
_1182_,4.115
net682,4.1
net1105,4.08
net115,4.035
_1835_,4.02
_3148_,4.02
_1717_,4.005
net191,4
_1528_,4
_2839_,4
_2856_,4
_2902_,4
_3149_,4
net219,4
net330,4
net398,4
net415,4
net460,4
net774,4
net814,4
net849,4
net975,4
net1052,4
_0520_,3.985
net135,3.975
_0750_,3.965
_0779_,3.965
_0314_,3.925
_0630_,3.925
_0958_,3.925
net136,3.925
net128,3.925
_1017_,3.925
_1086_,3.925
_1645_,3.905
net466,3.9
_0185_,3.885
_1433_,3.885
_1219_,3.88
_1661_,3.88
_2408_,3.88
_2589_,3.88
_2680_,3.88
net289,3.88
net832,3.88
_0629_,3.875
_0631_,3.875
_0338_,3.865
_0695_,3.805
net114,3.805
_0730_,3.8
_0275_,3.78
_0288_,3.78
_1016_,3.78
_2924_,3.76
net1137,3.76
_2126_,3.74
_2281_,3.74
_1067_,3.725
_0334_,3.705
net134,3.685
net152,3.68
_2506_,3.68
_3242_,3.68
_3244_,3.68
_1981_,3.66
_2225_,3.66
_2000_,3.65
_2280_,3.65
_0345_,3.585
_3030_,3.56
net483,3.56
net1117,3.56
net148,3.54
_3089_,3.54
_3150_,3.54
_3277_,3.54
_3390_,3.54
net282,3.54
net286,3.54
net346,3.54
net453,3.54
net480,3.54
net572,3.54
net642,3.54
net742,3.54
net776,3.54
net843,3.54
net876,3.54
net940,3.54
net970,3.54
net987,3.54
net990,3.54
net1025,3.54
net1081,3.54
_0327_,3.515
_0143_,3.505
_0684_,3.505
_0806_,3.505
_1142_,3.505
_0274_,3.465
_0665_,3.465
_0846_,3.465
net119,3.465
_1076_,3.465
_1133_,3.465
_0903_,3.44
_2806_,3.44
_1301_,3.425
_1485_,3.42
_1558_,3.42
_1899_,3.42
_3151_,3.42
net227,3.42
net485,3.42
net770,3.42
_0268_,3.395
_1007_,3.345
_0137_,3.32
_0146_,3.32
_0724_,3.32
_0765_,3.32
_0815_,3.32
_1002_,3.32
_1026_,3.32
_0458_,3.245
_0766_,3.245
_1010_,3.245
_1046_,3.245
_1075_,3.245
_1081_,3.245
_1706_,3.22
_2827_,3.22
net1114,3.22
_2364_,3.21
_1220_,3.2
_1664_,3.2
_1818_,3.2
net1123,3.2
_0224_,3.175
_0306_,3.175
_0319_,3.165
_0802_,3.165
_2146_,3.1
_2668_,3.1
_2718_,3.1
_3082_,3.1
_3179_,3.1
_3211_,3.1
_3265_,3.1
_3285_,3.1
_3301_,3.1
_3341_,3.1
_3404_,3.1
_3425_,3.1
_1275_,3.08
_3038_,3.08
_3147_,3.08
net555,3.08
net577,3.08
net689,3.08
net706,3.08
net769,3.08
net820,3.08
net827,3.08
net1046,3.08
net1099,3.08
net1171,3.08
_0198_,3.045
_0246_,3.045
_0657_,3.005
_0663_,3.005
net140,3.005
net132,3.005
net125,3.005
net124,3.005
net117,3.005
_0904_,2.98
_2432_,2.98
net862,2.98
_1367_,2.96
_1554_,2.96
_1689_,2.96
_1712_,2.96
_1962_,2.96
_2986_,2.96
_3254_,2.96
_3306_,2.96
_3366_,2.96
_3375_,2.96
net376,2.96
net1016,2.96
_0173_,2.945
_0748_,2.885
_0758_,2.885
_1060_,2.885
_0809_,2.88
_0644_,2.86
_1122_,2.86
_1783_,2.86
_1992_,2.85
net1041,2.84
net1173,2.84
_0152_,2.785
_0477_,2.785
_0638_,2.785
_0850_,2.785
_0907_,2.785
_0286_,2.765
_1082_,2.765
net181,2.76
_1885_,2.76
_2019_,2.76
_2156_,2.76
_2355_,2.76
_2660_,2.76
_2674_,2.76
_2735_,2.76
_2841_,2.76
_3132_,2.76
_3141_,2.76
_3207_,2.76
_3219_,2.76
_3257_,2.76
_3299_,2.76
_3302_,2.76
net796,2.76
net860,2.76
_0359_,2.715
_0360_,2.715
_2194_,2.64
_2292_,2.64
net268,2.64
net389,2.64
net427,2.64
net882,2.64
net935,2.64
net1038,2.64
net184,2.62
net188,2.62
net197,2.62
net150,2.62
net156,2.62
net161,2.62
net175,2.62
net146,2.62
_1385_,2.62
_2522_,2.62
_2937_,2.62
_3068_,2.62
_3133_,2.62
_3157_,2.62
_3202_,2.62
_3214_,2.62
net231,2.62
net288,2.62
net344,2.62
net363,2.62
net409,2.62
net488,2.62
net640,2.62
net692,2.62
net728,2.62
net781,2.62
net821,2.62
net957,2.62
net985,2.62
net1029,2.62
net1079,2.62
net1088,2.62
_0374_,2.585
_0656_,2.585
_0155_,2.545
_0192_,2.545
_0242_,2.545
_0584_,2.545
_0606_,2.545
_0659_,2.545
_0937_,2.545
net137,2.545
net116,2.545
_1034_,2.545
_1050_,2.545
_1070_,2.545
_1132_,2.545
_0637_,2.54
net185,2.5
_1875_,2.5
_1915_,2.5
_2202_,2.5
_3278_,2.5
net279,2.5
net514,2.5
net768,2.5
net802,2.5
net811,2.5
_0177_,2.485
_0195_,2.485
_0390_,2.485
_1146_,2.425
_0624_,2.42
_0769_,2.42
_0913_,2.42
_3330_,2.38
_1101_,2.375
net684,2.36
net1024,2.34
_0264_,2.325
net154,2.3
net177,2.3
net270,2.3
net331,2.3
net382,2.3
net403,2.3
net411,2.3
net467,2.3
net477,2.3
net597,2.3
net632,2.3
net688,2.3
net760,2.3
net766,2.3
net824,2.3
net848,2.3
net855,2.3
net870,2.3
net873,2.3
net884,2.3
net897,2.3
net973,2.3
net993,2.3
net1026,2.3
net1054,2.3
net1066,2.3
net1119,2.28
net1125,2.28
net1139,2.28
net1147,2.28
net1155,2.28
net144,2.2
net129,2.2
net189,2.16
net204,2.16
net170,2.16
_1296_,2.16
_1941_,2.16
_2447_,2.16
_2908_,2.16
_2948_,2.16
_2988_,2.16
_3012_,2.16
_3178_,2.16
_3288_,2.16
_3365_,2.16
net232,2.16
net292,2.16
net442,2.16
net508,2.16
net667,2.16
net735,2.16
net819,2.16
net866,2.16
net891,2.16
net909,2.16
net948,2.16
net989,2.16
net1071,2.16
_0493_,2.125
_0647_,2.125
_0206_,2.085
_0213_,2.085
_0229_,2.085
_0623_,2.085
_0782_,2.085
_0616_,2.08
net143,2.08
_2184_,2.065
_2049_,2.06
_2428_,2.04
_2524_,2.04
_2548_,2.04
net598,2.04
net620,2.04
net691,2.04
_0322_,2.025
_0455_,2.025
_0622_,2.025
net120,2.025
_1975_,1.94
_2011_,1.94
_2393_,1.94
_0859_,1.915
_1700_,1.88
_0205_,1.865
_0266_,1.865
_0339_,1.865
_0745_,1.865
_0775_,1.865
_0816_,1.865
_0901_,1.865
_1135_,1.865
net180,1.84
_1290_,1.84
_1790_,1.84
_1989_,1.84
net703,1.84
net998,1.84
_1248_,1.82
_1289_,1.82
_1579_,1.82
net1157,1.82
_3142_,1.7
net304,1.7
net568,1.7
net719,1.7
net730,1.7
net813,1.7
net900,1.7
net1010,1.7
_3224_,1.6
_0154_,1.575
_1634_,1.48
_0140_,1.405
_0142_,1.405
_0244_,1.405
_0489_,1.405
_0521_,1.405
_0914_,1.405
_1085_,1.405
net183,1.38
net203,1.38
net151,1.38
net182,1.38
_2233_,1.38
_2416_,1.38
_3384_,1.38
net296,1.38
net898,1.38
_2044_,1.36
_2604_,1.26
net199,0.92
net202,0.92
net206,0.92
net207,0.92
net176,0.92
net378,0.92
net438,0.92
net1112,0.92
net587,0.8
net841,0.8
_1317_,0.46
_2026_,0.46
_2336_,0.46
_2387_,0.46
net217,0.46
net226,0.46
net237,0.46
net243,0.46
net245,0.46
net246,0.46
net263,0.46
net276,0.46
net291,0.46
net297,0.46
net312,0.46
net321,0.46
net329,0.46
net333,0.46
net368,0.46
net391,0.46
net412,0.46
net413,0.46
net434,0.46
net437,0.46
net444,0.46
net451,0.46
net457,0.46
net478,0.46
net487,0.46
net516,0.46
net547,0.46
net550,0.46
net602,0.46
net622,0.46
net634,0.46
net638,0.46
net644,0.46
net726,0.46
net812,0.46
net1141,0.46
net1154,0.46
